stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
3,3,NB D after Alexander,,36.193992,-115.147338,,,,,,0
6,6,SB D after Frederick,,36.192131,-115.147489,,,,,,0
9,9,SB D after Kasper,,36.194894,-115.147512,,,,,,0
10,10,NB D after Madison,,36.184298,-115.146999,,,,,,0
11,11,SB D after Monroe,,36.184607,-115.147156,,,,,,0
12,12,NB D before Owens,,36.188311,-115.147154,,,,,,0
13,13,SB D after Owens,,36.188244,-115.147288,,,,,,0
14,14,NB D before Paul,,36.190482,-115.147273,,,,,,0
16,16,NB D before Jefferson,,36.182591,-115.146925,,,,,,0
17,17,NB H after Bonanza,,36.17789,-115.151745,,,,,,0
18,18,NB H after Byrnes,,36.192243,-115.151742,,,,,,0
19,19,SB H after Doolittle,,36.191834,-115.151929,,,,,,0
21,21,SB H after Lake Mead,,36.195388,-115.152018,,,,,,0
23,23,SB H after McWilliams,,36.17889,-115.152018,,,,,,0
24,24,SB H before Monroe,,36.185191,-115.151982,,,,,,0
25,25,NB H after Monroe,,36.185468,-115.151788,,,,,,0
28,28,NB H before Harrison,,36.187723,-115.151839,,,,,,0
29,29,SB H after Owens,,36.187959,-115.152057,,,,,,0
30,30,NB H after Washington,,36.181027,-115.151748,,,,,,0
31,31,SB H after Washington,,36.180382,-115.151941,,,,,,0
34,34,NB 4th before Fremont,,36.169247,-115.141989,,,,,,0
35,35,NB 4th after Bonneville,,36.164434,-115.145195,,,,,,0
36,36,NB 4th after Lewis,,36.166877,-115.143559,,,,,,0
39,39,EB Adams after Buchanan,,35.96831,-114.843729,,,,,,0
40,40,EB Adams after Avenue B,,35.968609,-114.836638,,,,,,0
41,41,EB Adams after Georgia,,35.968919,-114.8308,,,,,,0
42,42,EB Adams after San Felipe,,35.96913,-114.82686,,,,,,0
50,50,WB Alta after Altamira,,36.166601,-115.25647,,,,,,0
52,52,WB Alta after Antelope,,36.166598,-115.25174,,,,,,0
55,55,EB Alta after Brush,,36.165968,-115.209335,,,,,,0
56,56,WB Alta before Campbell,,36.166329,-115.182689,,,,,,0
57,57,EB Alta before Campbell,,36.166218,-115.183624,,,,,,0
61,61,WB Alta after Cimarron,,36.166509,-115.270496,,,,,,0
63,63,WB Alta after Decatur,,36.166616,-115.206759,,,,,,0
67,67,WB Alta after Falcon,,36.166091,-115.216066,,,,,,0
68,68,EB Bonneville after Grand Central,,36.16665,-115.154545,,,,,,0
69,69,WB Bonneville after Grand Central,,36.16665,-115.156544,,,,,,0
70,70,WB Alta after Hussey,,36.166477,-115.229099,,,,,,0
71,71,WB Alta before Brush,,36.166106,-115.20913,,,,,,0
72,72,EB Alta after Jones,,36.166295,-115.223137,,,,,,0
73,73,WB Alta after Jones,,36.16647,-115.224587,,,,,,0
76,76,EB Alta after Lindy,,36.166338,-115.236674,,,,,,0
78,78,EB Bonneville after Martin L King,,36.166154,-115.160139,,,,,,0
81,81,EB Alta after Rainbow,,36.166363,-115.243415,,,,,,0
82,82,WB Alta after Rainbow,,36.166568,-115.245119,,,,,,0
83,83,EB Alta after Rancho,,36.166077,-115.171846,,,,,,0
84,84,WB Alta after Rancho,,36.166216,-115.174276,,,,,,0
85,85,WB Alta after Roland Wiley,,36.16651,-115.27388,,,,,,0
86,86,WB Alta after Buffalo,,36.16664,-115.262007,,,,,,0
92,92,EB Alta after Slayton,,36.166304,-115.226689,,,,,,0
95,95,EB Alta after Torrey Pines,,36.166328,-115.232454,,,,,,0
96,96,WB Alta after Torrey Pines,,36.166518,-115.233697,,,,,,0
97,97,EB Alta after Upland,,36.165939,-115.216989,,,,,,0
98,98,EB Alta after Valley View,,36.166155,-115.191447,,,,,,0
100,100,WB Alta before Vassar,,36.166538,-115.239958,,,,,,0
101,101,EB Alta after Lorenzi,,36.166354,-115.240177,,,,,,0
102,102,WB Alta after Villa Monterrey,,36.166609,-115.265077,,,,,,0
114,114,WB Arizona at California,,35.978319,-114.83457,,,,,,0
158,158,WB Bonanza after D,,36.177362,-115.147628,,,,,,0
159,159,EB Bonanza after City Parkway,,36.177172,-115.148499,,,,,,0
160,160,EB Bonanza before H,,36.177083,-115.152244,,,,,,0
161,161,WB Bonanza after H,,36.177244,-115.153016,,,,,,0
162,162,EB Bonanza at 919 W. Bonanza,,36.177052,-115.156164,,,,,,0
163,163,WB Bonanza at 950 W. Bonanza,,36.177222,-115.155555,,,,,,0
165,165,EB Bonanza after 23rd,,36.173859,-115.118217,,,,,,0
166,166,EB Bonanza after 9th,,36.17396,-115.13312,,,,,,0
167,167,WB Bonanza before Las Vegas,,36.174455,-115.135858,,,,,,0
168,168,WB Bonanza after Lillian,,36.17404,-115.066877,,,,,,0
171,171,EB Bonanza after Bruce,,36.173871,-115.124363,,,,,,0
172,172,WB Bonanza after Bruce,,36.174137,-115.125617,,,,,,0
174,174,EB Bonanza after Clarkway,,36.177078,-115.166571,,,,,,0
177,177,WB Bonanza before Christy,,36.174233,-115.052221,,,,,,0
178,178,WB Bonanza before Dike,,36.177259,-115.17324,,,,,,0
179,179,EB Bonanza after Eastern,,36.173797,-115.115238,,,,,,0
180,180,WB Bonanza after Eastern,,36.17413,-115.116707,,,,,,0
184,184,EB Bonanza after Honolulu,,36.173376,-115.092321,,,,,,0
185,185,WB Bonanza before Pecos,,36.173594,-115.092964,,,,,,0
188,188,EB Bonanza after Las Vegas,,36.174508,-115.136395,,,,,,0
190,190,EB Bonanza after Lamb,,36.17339,-115.079524,,,,,,0
191,191,WB Bonanza after Lamb,,36.17361,-115.081208,,,,,,0
192,192,EB Bonanza before Lillian,E BONANZA RD & LILLIAN ST,36.173856,-115.064826,,,,,,0
194,194,WB Bonanza after Linn,,36.17437,-115.049299,,,,,,0
195,195,EB Bonanza after Martin L King,,36.177024,-115.159496,,,,,,0
196,196,WB Bonanza after Sunny,,36.177204,-115.162145,,,,,,0
199,199,WB Bonanza after Main,,36.177396,-115.143351,,,,,,0
200,200,EB Bonanza after Marion,,36.173675,-115.070672,,,,,,0
201,201,EB Bonanza after Maryland,,36.173946,-115.130079,,,,,,0
202,202,WB Bonanza after Maryland,,36.174125,-115.131052,,,,,,0
203,203,WB Bonanza after McKnight,,36.173923,-115.112698,,,,,,0
205,205,WB Bonanza after Sloan,,36.174498,-115.044329,,,,,,0
206,206,EB Bonanza after Mojave,,36.173534,-115.105145,,,,,,0
207,207,WB Bonanza after Mojave,,36.17382,-115.106448,,,,,,0
210,210,WB Bonanza after Nellis,,36.174106,-115.064065,,,,,,0
211,211,EB Bonanza after Page,,36.173532,-115.075256,,,,,,0
212,212,EB Bonanza after Pecos,,36.173379,-115.097127,,,,,,0
213,213,WB Bonanza after Pecos,,36.173669,-115.09918,,,,,,0
214,214,WB Bonanza before Marion,,36.173901,-115.070492,,,,,,0
215,215,EB Bonanza after Rancho,,36.177082,-115.173879,,,,,,0
217,217,WB Bonanza after Reef,,36.17363,-115.095858,,,,,,0
219,219,EB Bonanza after Sandhill,,36.173357,-115.088638,,,,,,0
220,220,EB Bonanza after 28th,,36.173652,-115.111057,,,,,,0
225,225,EB Bonanza after Tonopah,,36.177082,-115.169368,,,,,,0
226,226,WB Bonanza after Tonopah,,36.177229,-115.170583,,,,,,0
227,227,EB Bonanza after Triest,,36.173373,-115.085689,,,,,,0
228,228,WB Bonanza after Triest,,36.17359,-115.087209,,,,,,0
229,229,EB Bonanza after Casino Center,,36.175984,-115.139848,,,,,,0
230,230,WB Bonanza after Wardelle,,36.173862,-115.109998,,,,,,0
236,236,SB Boulder at 3650 Boulder,,36.140569,-115.096002,,,,,,0
242,242,Railroad Pass On Property Stop,,35.972099,-114.911989,,,,,,0
245,245,NB Boulder after Basic,,36.033616,-114.975002,,,,,,0
246,246,SB Boulder after Basic,,36.032539,-114.974487,,,,,,0
247,247,NB Boulder at Boulder Station,,36.132586,-115.086309,,,,,,0
248,248,NB Boulder after Pueblo,,36.021832,-114.961749,,,,,,0
249,249,SB Boulder after College,,36.020521,-114.960953,,,,,,0
250,250,NB Boulder before Corn,,36.060508,-115.005223,,,,,,0
251,251,SB Boulder after Corn,,36.059372,-115.004641,,,,,,0
252,252,NB Boulder before Dalhart,,36.140224,-115.094936,,,,,,0
253,253,NB Boulder before Desert Horizons,,36.088976,-115.037225,,,,,,0
254,254,SB Boulder after Kentucky,,36.088729,-115.037659,,,,,,0
259,259,SB Boulder before Flamingo,,36.11576,-115.068069,,,,,,0
260,260,NB Boulder after Flamingo,,36.115577,-115.067173,,,,,,0
262,262,SB Boulder before Coogan,,36.061738,-115.007293,,,,,,0
267,267,SB Boulder after Greenway,,36.023658,-114.964467,,,,,,0
268,268,NB Boulder after Hamilton,,36.092346,-115.040987,,,,,,0
270,270,SB Boulder after Harmon,,36.107583,-115.058858,,,,,,0
272,272,NB Boulder after Indios,,36.121852,-115.074242,,,,,,0
273,273,SB Boulder after Indios,,36.120758,-115.073699,,,,,,0
275,275,NB Boulder after King,,36.055367,-114.999437,,,,,,0
276,276,NB Boulder after Lake Mead,,36.040496,-114.982682,,,,,,0
278,278,NB Boulder after Lamb,,36.130638,-115.084147,,,,,,0
281,281,SB Boulder after Magic,,36.003959,-114.942389,,,,,,0
282,282,NB Boulder after Magic,,36.005415,-114.94331,,,,,,0
283,283,NB Boulder after Major,,36.03082,-114.971862,,,,,,0
286,286,NB Boulder after Merlayne,,36.064031,-115.009186,,,,,,0
287,287,NB Boulder after Missouri,,36.097349,-115.046616,,,,,,0
292,292,SB Boulder after Nellis,,36.112263,-115.064129,,,,,,0
293,293,NB Boulder before Nellis,,36.112271,-115.063453,,,,,,0
295,295,NB Boulder after Warm Springs,,36.051838,-114.995476,,,,,,0
296,296,SB Boulder before Warm Springs,,36.051466,-114.995796,,,,,,0
297,297,NB Boulder after Palo Verde,,36.025463,-114.965796,,,,,,0
298,298,NB Boulder after Roberts,,36.002858,-114.940399,,,,,,0
300,300,NB Boulder after Rolly,,36.057526,-115.001875,,,,,,0
301,301,SB Boulder after Rolly,,36.056645,-115.00158,,,,,,0
303,303,SB Boulder after Russell,,36.08393,-115.032256,,,,,,0
307,307,SB Boulder after Snap,,36.055052,-114.999785,,,,,,0
308,308,NB Boulder before Harmon,,36.107064,-115.057589,,,,,,0
312,312,SB Boulder after Texas,,36.035267,-114.977556,,,,,,0
313,313,NB Boulder Hwy before Texas,,36.037862,-114.979766,,,,,,0
314,314,NB Boulder after Tropicana,,36.101344,-115.051156,,,,,,0
318,318,NB Boulder after Water,,36.046184,-114.989121,,,,,,0
319,319,SB Boulder after Water,,36.044809,-114.988274,,,,,,0
332,332,SB Bruce after Gragson,,36.182897,-115.125227,,,,,,0
335,335,SB Bruce after Searles,,36.18453,-115.12522,,,,,,0
337,337,NB Bruce at Todd,,36.18287,-115.124977,,,,,,0
338,338,SB Bruce after Washington,,36.180768,-115.12524,,,,,,0
339,339,SB Buchanan after Boulder City Pkwy,,35.97356,-114.845788,,,,,,0
340,340,SB Buchanan before Pinata,,35.9702,-114.845398,,,,,,0
342,342,SB Buffalo before Carmen,,36.185429,-115.260158,,,,,,0
348,348,EB Burkholder before Cabrillo,,36.037425,-114.96559,,,,,,0
370,370,EB Carey after Bruce,,36.202995,-115.124541,,,,,,0
371,371,WB Carey after Bruce,,36.203209,-115.125761,,,,,,0
372,372,EB Carey after Civic Center,,36.203004,-115.119523,,,,,,0
373,373,WB Carey after Civic Center,,36.203219,-115.121828,,,,,,0
375,375,WB Carey after Clayton,,36.203056,-115.170393,,,,,,0
376,376,EB Carey after Commerce,,36.202959,-115.14179,,,,,,0
377,377,WB Carey after Commerce,,36.203198,-115.14356,,,,,,0
381,381,EB Carey after Donna,,36.202984,-115.128934,,,,,,0
382,382,WB Carey after Donna,,36.203203,-115.130404,,,,,,0
384,384,WB Carey after Englestad,,36.203197,-115.147563,,,,,,0
397,397,WB Carey after Losee,,36.203238,-115.139359,,,,,,0
398,398,EB Carey before Losee,,36.202985,-115.138842,,,,,,0
399,399,EB Carey after Martin L King,,36.202919,-115.160057,,,,,,0
400,400,WB Carey after Martin L King,,36.203117,-115.161702,,,,,,0
402,402,WB Carey before North,,36.203198,-115.15706,,,,,,0
403,403,EB Carey after North,,36.202962,-115.156762,,,,,,0
408,408,WB Carey after Revere,,36.203258,-115.153388,,,,,,0
411,411,EB Carey after Sierra Sunrise,,36.202429,-115.01926,,,,,,0
418,418,WB Carey after West,,36.203085,-115.165842,,,,,,0
440,440,SB Center after Dogwood,,36.046223,-114.967325,,,,,,0
441,441,SB Center after Ivy,,36.042767,-114.967334,,,,,,0
442,442,SB Center after Maple,,36.039908,-114.96739,,,,,,0
443,443,WB Warm Springs before Center,,36.050308,-114.966306,,,,,,0
445,445,EB Charleston after 10th,,36.158745,-115.140084,,,,,,0
446,446,WB Charleston after Gass,,36.158938,-115.141786,,,,,,0
447,447,EB Charleston after 15th,,36.158771,-115.132255,,,,,,0
448,448,WB Charleston after 15th,,36.158995,-115.133356,,,,,,0
449,449,EB Charleston before 17th,,36.158761,-115.12928,,,,,,0
450,450,WB Charleston after 17th,,36.158981,-115.129482,,,,,,0
451,451,EB Charleston after 28th,,36.158699,-115.110957,,,,,,0
452,452,WB Charleston after 28th,,36.158946,-115.112364,,,,,,0
453,453,EB Charleston after Antelope,,36.158978,-115.249912,,,,,,0
455,455,EB Charleston after Arden,,36.158867,-115.073841,,,,,,0
456,456,WB Charleston after Arville,,36.159159,-115.200271,,,,,,0
457,457,WB Charleston after Betty,,36.159296,-115.058354,,,,,,0
458,458,EB Charleston after Broadalbin,,36.158815,-115.082766,,,,,,0
459,459,EB Charleston after Bruce,,36.158752,-115.124453,,,,,,0
460,460,WB Charleston after Bruce,,36.158978,-115.125824,,,,,,0
461,461,WB Charleston after Brush,,36.159224,-115.210909,,,,,,0
462,462,EB Charleston after Brush,,36.158962,-115.209626,,,,,,0
463,463,EB Charleston after Buffalo,,36.158991,-115.261609,,,,,,0
464,464,EB Charleston after Cahlan,,36.158821,-115.178365,,,,,,0
465,465,EB Charleston after Campbell,,36.158846,-115.182829,,,,,,0
466,466,WB Charleston after Campbell,,36.159067,-115.18398,,,,,,0
467,467,EB Charleston after Cashman,,36.158864,-115.185964,,,,,,0
468,468,WB Charleston after Cashman,,36.159086,-115.187451,,,,,,0
470,470,WB Charleston after Christy,,36.159459,-115.054281,,,,,,0
472,472,EB Charleston after Crestwood,,36.158743,-115.120525,,,,,,0
473,473,EB Charleston after Decatur,,36.158943,-115.20473,,,,,,0
474,474,WB Charleston after Decatur,,36.159218,-115.206551,,,,,,0
477,477,EB Charleston after Durango,,36.158958,-115.279466,,,,,,0
478,478,WB Charleston after Durango,,36.159175,-115.280807,,,,,,0
479,479,WB Charleston after Eastern,,36.158962,-115.119857,,,,,,0
480,480,EB Charleston after Faircenter,,36.158945,-115.200781,,,,,,0
482,482,EB Charleston before Frank,,36.15886,-115.067983,,,,,,0
483,483,EB Charleston after Fremont,,36.15874,-115.115516,,,,,,0
484,484,EB Charleston after Hinson,,36.158911,-115.194804,,,,,,0
485,485,WB Charleston after Hinson,,36.15914,-115.196039,,,,,,0
486,486,WB Charleston after Honolulu,,36.158963,-115.094151,,,,,,0
487,487,EB Charleston after Jones,,36.159051,-115.222962,,,,,,0
488,488,WB Charleston after Jones,,36.159309,-115.224926,,,,,,0
489,489,EB Charleston after Las Vegas,,36.158734,-115.147005,,,,,,0
490,490,WB Charleston after Las Vegas,,36.158957,-115.148204,,,,,,0
491,491,EB Charleston after Lamb,,36.158848,-115.079742,,,,,,0
492,492,WB Charleston after Lamb,,36.159063,-115.081447,,,,,,0
495,495,WB Charleston before Marion,,36.159085,-115.073181,,,,,,0
496,496,WB Charleston after Marion,,36.159101,-115.07665,,,,,,0
497,497,EB Charleston after Maryland,,36.158763,-115.136234,,,,,,0
498,498,WB Charleston after Maryland,,36.159004,-115.13779,,,,,,0
499,499,EB Charleston after Mohawk,,36.159037,-115.214512,,,,,,0
500,500,WB Charleston after Mohawk,,36.159288,-115.215781,,,,,,0
501,501,EB Charleston before Mojave,,36.158725,-115.106353,,,,,,0
502,502,WB Charleston after Mojave,,36.158947,-115.106102,,,,,,0
503,503,EB Charleston after Nellis,,36.15895,-115.061301,,,,,,0
504,504,WB Charleston after Nellis,,36.159153,-115.063968,,,,,,0
507,507,WB Charleston after Odette,,36.15921,-115.287579,,,,,,0
508,508,EB Charleston after Palm,,36.158722,-115.100674,,,,,,0
509,509,EB Charleston before Plantation,,36.158999,-115.255819,,,,,,0
510,510,WB Charleston after Palmhurst,,36.159212,-115.255654,,,,,,0
511,511,WB Charleston before Pecos,,36.158977,-115.099004,,,,,,0
512,512,WB Charleston after Pecos,,36.158976,-115.102265,,,,,,0
513,513,EB Charleston after Pleasant Brook,,36.159144,-115.056724,,,,,,0
515,515,EB Charleston after Rainbow,,36.15901,-115.242706,,,,,,0
516,516,WB Charleston after Rainbow,,36.159235,-115.244603,,,,,,0
517,517,EB Charleston after Rancho,,36.158762,-115.172033,,,,,,0
518,518,WB Charleston after Rancho,,36.159007,-115.173398,,,,,,0
519,519,WB Charleston after Redwood,,36.159242,-115.239945,,,,,,0
522,522,EB Charleston after Sacramento,,36.158796,-115.087007,,,,,,0
523,523,WB Charleston after Sacramento,,36.159001,-115.088303,,,,,,0
524,524,EB Charleston before Sandhill,,36.158711,-115.094607,,,,,,0
525,525,EB Charleston before Torrey Pines,,36.159039,-115.237176,,,,,,0
527,527,WB Charleston after Shetland,,36.159032,-115.178297,,,,,,0
529,529,WB Charleston before Linn,,36.159523,-115.048505,,,,,,0
530,530,EB Charleston after Tomsik,,36.158971,-115.272341,,,,,,0
531,531,WB Charleston after Tonopah,,36.159018,-115.170629,,,,,,0
532,532,WB Charleston before Torrey Pines,,36.159302,-115.232072,,,,,,0
533,533,EB Charleston after Torrey Pines,,36.159055,-115.23402,,,,,,0
534,534,WB Charleston after Torrey Pines,,36.15926,-115.235842,,,,,,0
535,535,WB Charleston after Upland,,36.159286,-115.220527,,,,,,0
536,536,EB Charleston after Valley View,,36.158898,-115.191553,,,,,,0
538,538,EB Charleston after Warbonnet,,36.158981,-115.266414,,,,,,0
540,540,EB Charleston after Westwind,,36.159062,-115.218688,,,,,,0
541,541,EB Charleston after Pahor,,36.158776,-115.168063,,,,,,0
542,542,WB Charleston after Shadow,,36.159018,-115.166251,,,,,,0
543,543,WB Charleston before Lamont,,36.159137,-115.069275,,,,,,0
544,544,EB Cheyenne before Pecos,,36.21754,-115.10058,,,,,,0
546,546,EB Cheyenne at Cheyenne Air,,36.217237,-115.201239,,,,,,0
547,547,EB Cheyenne after Allen,,36.217403,-115.187698,,,,,,0
548,548,WB Cheyenne after Allen,,36.217603,-115.189435,,,,,,0
549,549,WB Cheyenne after Berg,,36.217767,-115.113427,,,,,,0
550,550,EB Cheyenne after Berg,,36.217536,-115.112408,,,,,,0
551,551,EB Cheyenne after Bucyrus Erie,,36.217602,-115.130009,,,,,,0
552,552,WB Cheyenne after Buffalo,,36.218407,-115.26118,,,,,,0
553,553,EB Cheyenne after California,,36.21732,-115.194525,,,,,,0
554,554,WB Cheyenne after Cimarron,,36.218507,-115.265577,,,,,,0
555,555,EB Cheyenne before 5th,,36.217687,-115.136413,,,,,,0
556,556,EB Cheyenne after Civic Center,,36.217522,-115.11931,,,,,,0
557,557,EB Cheyenne after Clayton,,36.217552,-115.169576,,,,,,0
558,558,WB Cheyenne after Clayton,,36.217764,-115.170882,,,,,,0
559,559,EB Cheyenne after Commerce,,36.217847,-115.142567,,,,,,0
560,560,WB Cheyenne after Commerce,,36.218117,-115.143649,,,,,,0
561,561,EB Cheyenne after Decatur,,36.21718,-115.20682,,,,,,0
562,562,WB Cheyenne after Decatur,,36.217377,-115.20841,,,,,,0
563,563,WB Cheyenne after Marion,,36.217859,-115.071827,,,,,,0
564,564,EB Cheyenne after Abels,,36.217614,-115.075196,,,,,,0
565,565,WB Cheyenne after Englestad,,36.21801,-115.148258,,,,,,0
566,566,EB Cheyenne at Englestad,,36.217774,-115.146801,,,,,,0
567,567,EB Cheyenne after Jones,,36.216684,-115.224886,,,,,,0
568,568,WB Cheyenne after Jones,,36.217073,-115.227255,,,,,,0
569,569,EB Cheyenne after Lamb,,36.217599,-115.079441,,,,,,0
570,570,WB Cheyenne after Lamb,,36.217859,-115.080747,,,,,,0
571,571,EB Cheyenne after Lamont,,36.21796,-115.066074,,,,,,0
572,572,WB Cheyenne after Lamont,,36.218097,-115.067303,,,,,,0
573,573,EB Cheyenne after Las Vegas,,36.21756,-115.092598,,,,,,0
574,574,WB Cheyenne after Losee,,36.217816,-115.129025,,,,,,0
575,575,EB Cheyenne after Martin L King,,36.217583,-115.16062,,,,,,0
576,576,WB Cheyenne after Martin L King,,36.217839,-115.162727,,,,,,0
577,577,WB Cheyenne after Mary Dee,,36.217766,-115.11824,,,,,,0
578,578,WB Cheyenne after Maverick,,36.217349,-115.230575,,,,,,0
579,579,EB Cheyenne after Michael,,36.216896,-115.216273,,,,,,0
580,580,WB Cheyenne after Michael,,36.217083,-115.217412,,,,,,0
581,581,WB Cheyenne after Miramar,,36.217068,-115.22179,,,,,,0
582,582,EB Cheyenne after 5th,,36.217619,-115.133487,,,,,,0
583,583,WB Cheyenne after 5th,,36.217899,-115.134599,,,,,,0
585,585,WB Cheyenne after Nellis,,36.218389,-115.062955,,,,,,0
586,586,EB Cheyenne after Pecos,,36.21754,-115.097855,,,,,,0
587,587,WB Cheyenne after Pecos,,36.217761,-115.099191,,,,,,0
588,588,EB Cheyenne after Rainbow,,36.21803,-115.241509,,,,,,0
589,589,WB Cheyenne after Rainbow,,36.21836,-115.243038,,,,,,0
590,590,EB Cheyenne after Ramrod,,36.217567,-115.236069,,,,,,0
591,591,EB Cheyenne after Rancho,,36.217047,-115.210977,,,,,,0
592,592,WB Cheyenne after Rancho,,36.217197,-115.21366,,,,,,0
593,593,WB Cheyenne after Sandy,,36.217782,-115.094366,,,,,,0
594,594,WB Cheyenne before Serene,,36.218104,-115.239636,,,,,,0
595,595,EB Cheyenne after Simmons,,36.217448,-115.178514,,,,,,0
596,596,WB Cheyenne after Simmons,,36.21774,-115.18004,,,,,,0
597,597,WB Cheyenne after Soaring Gulls,,36.218656,-115.274772,,,,,,0
598,598,EB Cheyenne after Tenaya,,36.218069,-115.250614,,,,,,0
599,599,WB Cheyenne after Tenaya,,36.218387,-115.252099,,,,,,0
600,600,EB Cheyenne after Terry,,36.216799,-115.220869,,,,,,0
601,601,EB Cheyenne after Torrey Pines,,36.21735,-115.233379,,,,,,0
602,602,WB Cheyenne after Torrey Pines,,36.217747,-115.234819,,,,,,0
603,603,EB Cheyenne after Trade,,36.217689,-115.154082,,,,,,0
604,604,WB Cheyenne after Trade,,36.217898,-115.154983,,,,,,0
605,605,EB Cheyenne after Van Der Meer,,36.217528,-115.106618,,,,,,0
606,606,WB Cheyenne before Campus,,36.2178,-115.104139,,,,,,0
607,607,WB Cheyenne before Crawford,,36.217757,-115.109598,,,,,,0
608,608,EB Cheyenne after Walnut,,36.21759,-115.08848,,,,,,0
609,609,WB Cheyenne after Walnut,,36.217848,-115.09012,,,,,,0
611,611,EB Cheyenne after Whispering Willow,,36.216959,-115.228537,,,,,,0
618,618,SB Civic Center after Basswood,,36.216603,-115.121108,,,,,,0
619,619,SB Civic Center after Brooks,,36.213701,-115.121063,,,,,,0
620,620,NB Civic Center after Brooks,,36.214436,-115.12081,,,,,,0
623,623,NB Civic Center after Cartier,,36.207009,-115.120914,,,,,,0
624,624,SB Civic Center before Putnam,,36.206097,-115.121164,,,,,,0
627,627,NB Civic Center after Evans,,36.210899,-115.120758,,,,,,0
628,628,SB Civic Center after Evans,,36.210036,-115.121242,,,,,,0
631,631,SB Civic Center after Las Vegas,,36.201363,-115.119914,,,,,,0
632,632,NB Civic Center after Lake Mead,,36.196504,-115.116351,,,,,,0
633,633,SB Civic Center after Lake Mead,,36.194814,-115.116408,,,,,,0
635,635,NB Civic Center after McDaniel,,36.201036,-115.119211,,,,,,0
636,636,SB Civic Center before Lake Mead,,36.198404,-115.118513,,,,,,0
637,637,NB Civic Center after Owens,,36.189073,-115.116019,,,,,,0
639,639,NB Civic Center after Tonopah,,36.192527,-115.116101,,,,,,0
640,640,SB Civic Center after Tonopah,,36.191719,-115.116354,,,,,,0
653,653,SB Commerce after Duchess,,36.20651,-115.142938,,,,,,0
655,655,NB Campus at CSN Cheyenne Campus,FERRET FALL AV & DUSTY VIEW ST,36.218619,-115.106982,,,,,,0
667,667,EB Craig after Allen,,36.239253,-115.188701,,,,,,0
668,668,EB Craig after Bradley,,36.238719,-115.2161,,,,,,0
669,669,EB Craig after Calimesa,,36.240239,-115.07182,,,,,,0
670,670,EB Craig after Ferrell,,36.239291,-115.184171,,,,,,0
671,671,EB Craig after Ivory,,36.238759,-115.218897,,,,,,0
672,672,EB Craig after Jones,,36.238848,-115.224937,,,,,,0
674,674,EB Craig after Lamb,,36.240308,-115.079038,,,,,,0
675,675,WB Craig after Lamont,,36.240581,-115.066862,,,,,,0
676,676,EB Craig after Lamont,,36.240324,-115.065255,,,,,,0
677,677,EB Craig before Las Vegas,,36.240424,-115.056551,,,,,,0
679,679,EB Craig after Nellis,,36.240357,-115.059716,,,,,,0
680,680,WB Craig after Puebla,,36.240531,-115.071344,,,,,,0
682,682,EB Craig after San Mateo,,36.238789,-115.202579,,,,,,0
683,683,EB Craig after Thom,,36.23864,-115.210311,,,,,,0
684,684,WB Craig after Nellis,,36.240618,-115.063253,,,,,,0
685,685,EB Craig after Valley,,36.238983,-115.197507,,,,,,0
688,688,NB Decatur after Alexander,,36.232485,-115.207321,,,,,,0
690,690,NB Decatur before Alpine,,36.159682,-115.205705,,,,,,0
691,691,NB Decatur after Alta,,36.167464,-115.205845,,,,,,0
692,692,SB Decatur after Alta,,36.165556,-115.206214,,,,,,0
693,693,NB Decatur after Bonanza,,36.177694,-115.205883,,,,,,0
694,694,SB Decatur after Bonanza,,36.177067,-115.206213,,,,,,0
695,695,SB Decatur after Carmen,,36.1826,-115.206286,,,,,,0
696,696,NB Decatur after Casa Bonita,,36.227063,-115.207379,,,,,,0
697,697,SB Decatur after Charleston,,36.158573,-115.206034,,,,,,0
698,698,NB Decatur after Cheyenne,,36.217872,-115.207344,,,,,,0
699,699,NB Decatur before Concord Village,,36.192602,-115.205881,,,,,,0
701,701,NB Decatur after Desert Inn,,36.130532,-115.20791,,,,,,0
702,702,SB Decatur after Desert Inn,,36.129394,-115.20826,,,,,,0
703,703,SB Decatur at 1813 N. Decatur,,36.191967,-115.206217,,,,,,0
704,704,SB Decatur after Doe,,36.153076,-115.208152,,,,,,0
705,705,SB Decatur before Edna,,36.138093,-115.208289,,,,,,0
706,706,NB Decatur before Eldora,,36.141842,-115.20796,,,,,,0
707,707,SB Decatur after Eldora,,36.140385,-115.208294,,,,,,0
709,709,NB Decatur after Eugene,,36.199684,-115.205709,,,,,,0
710,710,SB Decatur after Eugene,,36.198499,-115.206073,,,,,,0
711,711,SB Decatur after Evergreen,,36.162578,-115.206115,,,,,,0
712,712,NB Decatur after Faircenter,,36.157983,-115.205773,,,,,,0
713,713,NB Decatur after Flamingo,,36.115979,-115.207908,,,,,,0
714,714,SB Decatur after Flamingo,,36.1144,-115.208261,,,,,,0
715,715,NB Decatur before Alta,,36.165002,-115.205837,,,,,,0
718,718,NB Decatur after Lake Mead,,36.195986,-115.205799,,,,,,0
719,719,SB Decatur after Lake Mead,,36.194717,-115.206163,,,,,,0
720,720,SB Decatur after Meadows,,36.169212,-115.206207,,,,,,0
722,722,NB Decatur before Oakey,,36.148482,-115.207985,,,,,,0
723,723,SB Decatur after OBannion,,36.147679,-115.208359,,,,,,0
